path,label,entropy,repeat_rate
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3891170.flac,bonafide,9.859647383406148,0.0017449238803237677
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2948101.flac,bonafide,9.879845570651831,0.004204035736620426
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8919107.flac,bonafide,9.769095580775183,0.0031250000465661287
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6650735.flac,bonafide,9.823477700000623,0.0036386987194418907
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5362691.flac,bonafide,9.880766813842975,0.0023320894688367844
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9132181.flac,bonafide,9.872096506581542,0.002920560771599412
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3517700.flac,bonafide,9.90445860965006,0.0021250001154839993
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2502033.flac,bonafide,9.853860146026374,0.0027173913549631834
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8234497.flac,bonafide,9.863528838546571,0.002060439670458436
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8847275.flac,bonafide,9.845989264435007,0.0029667720664292574
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6175341.flac,bonafide,9.898700896679145,0.0028301887214183807
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3324661.flac,bonafide,9.82067052130898,0.003102836897596717
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6636159.flac,bonafide,9.84741412628081,0.000739644980058074
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1744427.flac,bonafide,9.720238668712838,0.002377717290073633
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5314492.flac,bonafide,9.883836201379856,0.002373417606577277
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1933449.flac,bonafide,9.69215411635912,0.0029069767333567142
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4400269.flac,bonafide,9.860754178593634,0.003965735901147127
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1897758.flac,bonafide,9.824899319745345,0.0005933544016443193
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9074017.flac,bonafide,9.833056897227166,0.0029560811817646027
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8874328.flac,bonafide,9.82194127123969,0.0015967153012752533
