path,label
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3891170.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2948101.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8919107.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6650735.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5362691.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9132181.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3517700.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2502033.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8234497.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8847275.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6175341.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3324661.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6636159.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1744427.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5314492.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1933449.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4400269.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1897758.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9074017.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8874328.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8388870.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4290789.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9506168.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4606578.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9863654.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2439075.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5954195.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4362109.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5326363.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1611587.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8052308.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6015645.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5065316.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5374473.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4176612.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9593260.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3154528.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5669661.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3995089.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2345808.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7075102.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7974459.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4105004.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3485288.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7208401.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4436477.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8208951.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8651978.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1963829.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4891261.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2280500.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5799348.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3680444.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2054424.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7357748.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1873366.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7514330.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7179987.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7121055.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9378967.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7839297.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1991708.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6105178.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9772981.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7223058.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5114581.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6877652.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6946670.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9251617.flac,bonafide
data/asvspoof2019/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7826829.flac,bonafide
